Rank, Name, Worth, Source
1103, Ana Lucia de Mattos Barretto Villela, 2200.0, banking
1103, Frank Fertitta, III., 2200.0, casinos, mixed martial arts
1103, Lorenzo Fertitta, 2200.0, casinos, mixed martial arts
1103, Maria Franca Fissolo, 2200.0, Nutella, chocolates
1103, Alexander Frolov, 2200.0, mining, steel
1103, Ernest Garcia, II., 2200.0, used cars
1103, Alexandre Grendene Bartelle, 2200.0, shoes
1103, Vinod & Anil Rai Gupta, 2200.0, electrical equipment
1103, Torstein Hagen, 2200.0, cruises
1103, He Qiaonv, 2200.0, landscape architecture
1103, Hans-Werner Hector, 2200.0, SAP
1103, Stanley Hubbard, 2200.0, DirecTV
1103, Ke Xiping, 2200.0, investments
1103, Suna Kirac, 2200.0, diversified
1103, Kong Jian Min, 2200.0, real estate
1103, Koo Bon-Moo, 2200.0, Diversified
1103, Heikki Kyostila, 2200.0, dental products
1103, Thomas Lee, 2200.0, private equity
1103, Eric Lefkofsky, 2200.0, Groupon
1103, Peter Lim, 2200.0, investments
1103, Scott Lin, 2200.0, optical components
1103, Tomas Olivo Lopez, 2200.0, shopping centers
1103, Phillip T. (Terry) Ragon, 2200.0, health IT
1103, Stewart Rahr, 2200.0, drug distribution
1103, T. Denny Sanford, 2200.0, banking, credit cards
1103, Julio Mario Santo Domingo, III., 2200.0, beer
1103, Karl Scheufele, III., 2200.0, jewelry
1103, Shen Guojun, 2200.0, retail
1103, Alain Taravella, 2200.0, real estate
1103, Oleg Tinkov, 2200.0, banking
1103, T.Y. Tsai, 2200.0, finance
1103, Tung Chee Hwa, 2200.0, shipping
1103, Ted Turner, 2200.0, cable television
1103, Sunil Vaswani, 2200.0, diversified
1103, Jitendra Virwani, 2200.0, real estate
1103, Lang Walker, 2200.0, real estate
1103, Wu Zhigang, 2200.0, bakery chain
1103, Xiao Wenge, 2200.0, entertainment
1103, Xiong Xuqiang, 2200.0, real estate
1103, Takao Yasuda, 2200.0, retail
1103, William Young, 2200.0, plastics
1103, Eddie & Sol Zakay, 2200.0, Real Estate
1103, Zhang Xiugen, 2200.0, automobiles
1157, Leslie Alexander, 2100.0, sports team
1157, Patricia Angelini Rossi, 2100.0, forestry, mining
1157, Josef Boquoi, 2100.0, frozen foods
1157, Nikolai Buinov, 2100.0, oil, gas
1157, Richard Chandler, 2100.0, investments
1157, Cheng Xue, 2100.0, soy sauce
1157, Patokh Chodiev, 2100.0, mining, metals
1157, Choo Chong Ngen, 2100.0, hotels
1157, Todd Christopher, 2100.0, hair care products
1157, John de Mol, 2100.0, television
1157, Bob Gaglardi, 2100.0, hotels
1157, Gordon Getty, 2100.0, Getty Oil
1157, Philippe Ginestet, 2100.0, retail stores
1157, Sanjiv Goenka, 2100.0, diversified
1157, Alec Gores, 2100.0, private equity
1157, David Hains, 2100.0, Investment
1157, Bahaa Hariri, 2100.0, real estate, investments, logistics
1157, William Heinecke, 2100.0, hotels
1157, Huang Hongyun, 2100.0, real estate
1157, Huang Zhenda, 2100.0, construction
1157, Ravi Jaipuria, 2100.0, soft drinks
1157, Jiang Yehua, 2100.0, real estate
1157, Manuel Jove, 2100.0, real estate
1157, Willibert Krueger, 2100.0, food processing
1157, Kuok Khoon Hong, 2100.0, palm oil
1157, Christian Latouche, 2100.0, accounting services
1157, Guenther Lehmann, 2100.0, drugstores
1157, Li Hongxin, 2100.0, paper & related products
1157, Li Xiting, 2100.0, medical devices
1157, Liang Yunchao, 2100.0, nutrition supplements
1157, Brandt Louie, 2100.0, drugstores
1157, Catherine Lozick, 2100.0, valve manufacturing
1157, Igor Makarov, 2100.0, investments
1157, Mao Lixiang, 2100.0, cooking appliances
1157, Harsh Mariwala, 2100.0, consumer goods
1157, Martin Moller Nielsen, 2100.0, aircraft leasing
1157, David Murdock, 2100.0, Dole, real estate
1157, N.R. Narayana Murthy, 2100.0, software services
1157, Georg Nemetschek, 2100.0, software
1157, Vikas Oberoi, 2100.0, real estate
1157, Maja Oeri, 2100.0, Roche Holding
1157, Ong Beng Seng and Christina Ong, 2100.0, diversified
1157, H. Ross Perot, Jr., 2100.0, real estate
1157, Tor Peterson, 2100.0, commodities
1157, Heloise Pratt, 2100.0, manufacturing, investment
1157, Alexey Repik, 2100.0, pharmaceuticals
1157, Shin Chang-Jae, 2100.0, insurance
1157, Kavitark Ram Shriram, 2100.0, venture capital, Google
1157, Sylvia Stroeher, 2100.0, cosmetics
1157, Katsumi Tada, 2100.0, real estate
1157, Tang Shing-bor, 2100.0, real estate
1157, Georg von Opel, 2100.0, real estate, investments
1157, David Walentas, 2100.0, real estate
1157, Ronald Wanek, 2100.0, furniture
1157, Wang Changtian, 2100.0, TV, movie production
1157, Wang Wenjing, 2100.0, business software
1157, Ye Cheng, 2100.0, conglomerate
1157, Zhu Gongshan, 2100.0, solar panel materials
1215, Antti Aarnio-Wihuri, 2000.0, diversified
1215, S. Daniel Abraham, 2000.0, Slim-Fast
1215, Joao Alves de Queiroz Filho, 2000.0, pharmaceuticals
1215, Mika Anttonen, 2000.0, oil & gas
1215, Thor Bjorgolfsson, 2000.0, investments
1215, Andrei Bokarev, 2000.0, metals, mining
1215, Bernhard Braun-Luedicke, 2000.0, medical technology
1215, Eva Maria Braun-Luedicke, 2000.0, medical technology
1215, Friederike Braun-Luedicke, 2000.0, medical technology
1215, Ron Burkle, 2000.0, supermarkets, investments
1215, Vivek Chand Burman, 2000.0, consumer goods
1215, Chen Yung-Tai, 2000.0, real estate
1215, James Clark, 2000.0, Netscape, investments
1215, Christopher Cline, 2000.0, coal
1215, Alexandra Daitch, 2000.0, Cargill
1215, Dong Wei, 2000.0, pharmaceuticals
1215, Fritz Draexlmaier, 2000.0, auto parts
1215, Glenn Dubin, 2000.0, hedge funds
1215, Robert Duggan, 2000.0, pharmaceuticals
1215, Jayme Garfinkel, 2000.0, insurance
1215, Sam Goi, 2000.0, frozen foods
1215, Thomas Hagen, 2000.0, insurance
1215, Carlos Hank Rhon, 2000.0, banking
1215, Christoph Henkel, 2000.0, consumer goods
1215, Hu Kaijun, 2000.0, pharmaceuticals
1215, Huang Yi, 2000.0, auto distribution
1215, Ramesh Juneja, 2000.0, pharmaceuticals
1215, Bruce Karsh, 2000.0, private equity
1215, Henry Laufer, 2000.0, hedge funds
1215, Lee Boo-Jin, 2000.0, computer services, tourism
1215, Lee Jay-Hyun, 2000.0, food products, entertainment
1215, Wolfgang Leitner, 2000.0, engineering
1215, Li Ge, 2000.0, biotech
1215, Harald Link, 2000.0, diversified
1215, Liu Ming Hui, 2000.0, natural gas distribution
1215, Jeffrey Lurie, 2000.0, Philadelphia Eagles
1215, Ma Xingtian, 2000.0, pharmaceuticals
1215, Sarah MacMillan, 2000.0, Cargill
1215, Howard Marks, 2000.0, private equity
1215, Miao Shouliang, 2000.0, real estate
1215, Lachhman Das Mittal, 2000.0, tractors
1215, Mario Moretti Polegato, 2000.0, shoes
1215, Vadim Moshkovich, 2000.0, agriculture, land
1215, Mofatraj Munot, 2000.0, real estate
1215, Jonathan Nelson, 2000.0, private equity
1215, Florentino Perez, 2000.0, construction
1215, Chuchat & Daonapa Petaumpai, 2000.0, motorcycle loans
1215, Peter Peterson, 2000.0, investments
1215, Arvind Poddar, 2000.0, tires
1215, Murdaya Poo, 2000.0, diversified
1215, Ren Zhengfei, 2000.0, telecom equipment
1215, Antony Ressler, 2000.0, finance
1215, Francisco Jose Riberas Mera, 2000.0, steel, autoparts
1215, Rodney Sacks, 2000.0, energy drinks
1215, Hilton Schlosberg, 2000.0, energy drinks
1215, Brian Sheth, 2000.0, investments
1215, Lucy Stitzer, 2000.0, Cargill
1215, Su Suyu, 2000.0, utilities, real estate
1215, Satoshi Suzuki, 2000.0, cosmetics
1215, Katherine Tanner, 2000.0, Cargill
1215, Arvind Tiku, 2000.0, oil & gas, investments
1215, Wang Liping, 2000.0, hydraulic machinery
1215, Wang Xicheng, 2000.0, tires
1215, Wei Shaojun, 2000.0, real estate
1215, Amy Wyss, 2000.0, medical equipment
1215, Jon Yarbrough, 2000.0, video games
1215, Vladimir Yevtushenkov, 2000.0, telecom, investments
1215, Charles Zegar, 2000.0, Bloomberg LP
1215, Zhu Baoguo, 2000.0, pharmaceuticals
1284, Saif Al Ghurair, 1900.0, diversified
1284, Syed Mokhtar AlBukhary, 1900.0, engineering, energy, construction
1284, Miriam Baumann-Blocher, 1900.0, chemicals
1284, Albert Berner, 1900.0, fasteners
1284, Thomas Bruch, 1900.0, retail
1284, Chang Yun Chung, 1900.0, shipping
1284, Kiat Chiaravanont, 1900.0, diversified
1284, Jean-Paul and Martine Clozel, 1900.0, pharmaceuticals
1284, Benjamin de Rothschild, 1900.0, banking
1284, James Dinan, 1900.0, hedge funds
1284, Charles Edelstenne, 1900.0, aviation
1284, Bernd Freier, 1900.0, fashion retail
1284, Bill Gross, 1900.0, investments
1284, Jeffrey Gundlach, 1900.0, investments
1284, Suat Gunsel, 1900.0, real estate, education
1284, Shmuel Harlap, 1900.0, automotive
1284, Roberto Hernandez Ramirez, 1900.0, banking
1284, Johannes Kaercher, 1900.0, vacuums, cleaning products
1284, Friedrich Knapp, 1900.0, fashion retail
1284, Lee Myung-Hee, 1900.0, retail
1284, Lee Seo-Hyun, 1900.0, computer services, tourism
1284, Liang Jiankun, 1900.0, cobalt mining
1284, Liao Long-shing, 1900.0, petrochemicals
1284, Lin Shu-Hong, 1900.0, petrochemicals
1284, Yasseen Mansour, 1900.0, diversified
1284, David Nahmad, 1900.0, art collection
1284, Alexander Nesis, 1900.0, metals, banking, fertilizers
1284, Nandan Nilekani, 1900.0, software services
1284, Ranjan Pai, 1900.0, education
1284, Park Hyeon-Joo, 1900.0, mutual funds
1284, Jennifer Pritzker, 1900.0, hotels, investments
1284, Qiu Jianping, 1900.0, hand tools
1284, Megdet Rahimkulov, 1900.0, investments
1284, Vito Rodriguez Rodriguez, 1900.0, processed milk
1284, Stephen Rubin, 1900.0, sports apparel
1284, Remo Ruffini, 1900.0, winter jackets
1284, Erik Selin, 1900.0, real estate
1284, Peter Sondakh, 1900.0, investments
1284, Alan N. Trefler, 1900.0, software
1284, Tseng Shin-yi, 1900.0, petrochemicals
1284, Masateru Uno, 1900.0, drugstores
1284, Wang Qingtao, 1900.0, steel smelting
1284, Evan Williams, 1900.0, Twitter
1284, Gustav Magnar Witzoe, 1900.0, fish farming
1284, Horst Wortmann, 1900.0, footwear
1284, Xiao Yongming, 1900.0, fertilizer
1284, Xie Zhikun, 1900.0, investments
1284, Xue Xiangdong, 1900.0, software
1284, Yuan Yafei, 1900.0, retail, investments
1284, Robin Zeng, 1900.0, batteries
1284, Zhang Daocai, 1900.0, valves
1284, Zhang Xuansong, 1900.0, supermarket
1284, Zheng Yuewen, 1900.0, investments
1284, Zhou Xiaoguang, 1900.0, real estate
1284, Susanne Zimmermann von Siefart , 1900.0, vacuums, home cleaning products
1339, Aras Agalarov, 1800.0, real estate
1339, Maurice Alter, 1800.0, real estate
1339, An Kang, 1800.0, pharmaceuticals
1339, Alex Beard, 1800.0, mining, commodities
1339, Nicolas Berggruen, 1800.0, investments
1339, Vladimir Bogdanov, 1800.0, oil
1339, Julio Bozano, 1800.0, banking
1339, Anna Maria Braun, 1800.0, medical technology
1339, Johanna Braun, 1800.0, medical technology
1339, Karl Friedrich Braun, 1800.0, medical technology
1339, Anand Burman, 1800.0, consumer goods
1339, Edouard Carmignac, 1800.0, asset management
1339, Chen Jianhua, 1800.0, chemicals
1339, Cheung Yan, 1800.0, paper manufacturing
1339, Chung Mong-Joon, 1800.0, shipbuilding, industrial machines
1339, Jack Cowin, 1800.0, fast food
1339, Cui Genliang, 1800.0, electric components
1339, Kommer Damen, 1800.0, shipbuilding
1339, Diego Della Valle, 1800.0, shoes
1339, Dou Zhenggang, 1800.0, energy, chemicals
1339, N. Murray Edwards, 1800.0, oil & gas
1339, Gabriel Escarrer, 1800.0, hotels
1339, Clement Fayat, 1800.0, construction
1339, James France, 1800.0, Nascar, racing
1339, Senapathy Gopalakrishnan, 1800.0, software services
1339, David Harding, 1800.0, finance
1339, Stewart Horejsi, 1800.0, Berkshire Hathaway
1339, Huang Qisen, 1800.0, real estate
1339, Hamilton James, 1800.0, investments
1339, John Kapoor, 1800.0, healthcare
1339, William Lauder, 1800.0, Estee Lauder
1339, Li Zongsong, 1800.0, pharmaceuticals
1339, Willy Michel, 1800.0, medical devices
1339, Masahiro Noda, 1800.0, software
1339, Gregorio Perez Companc, 1800.0, oil & gas
1339, Linda Pritzker, 1800.0, hotels, investments
1339, Qin Hui, 1800.0, movie theaters
1339, Matthias Reinhart, 1800.0, finance
1339, Brian Roberts, 1800.0, Comcast
1339, Alberto Roemmers, 1800.0, pharmaceuticals
1339, Gerald Schwartz, 1800.0, finance
1339, Thaksin Shinawatra, 1800.0, investments
1339, William Stone, 1800.0, software
1339, Petter Stordalen, 1800.0, hotels
1339, Julia Stoschek, 1800.0, auto parts
1339, Maximilian Stoschek, 1800.0, auto parts
1339, Sun Shoukuan, 1800.0, metals. coal
1339, Ba Duong Tran, 1800.0, automotive
1339, Hamdi Ulukaya, 1800.0, greek yogurt
1339, Wong Luen Hei, 1800.0, building materials
1339, Wu Yulan, 1800.0, pharmaceuticals
1339, Xu Hang, 1800.0, medical devices
1339, Yang Erzhu, 1800.0, real estate
1339, Yao Kuizhang, 1800.0, beverages
1339, Sheng Jian Zhong, 1800.0, real estate
1394, Marcel Adams, 1700.0, real estate
1394, Herbert Allen, Jr., 1700.0, investment banking
1394, Michael Ashcroft, 1700.0, security
1394, Roman Avdeev, 1700.0, banking, development
1394, Emilio Azcarraga Jean, 1700.0, TV broadcasting
1394, Sezai Bacaksiz, 1700.0, diversified
1394, Lesley Bamberger, 1700.0, real estate
1394, Angela Bennett, 1700.0, mining
1394, Hubertus Benteler, 1700.0, auto parts
1394, Ludwig Theodor Braun, 1700.0, medical technology
1394, Nicola Bulgari, 1700.0, luxury goods
1394, Paolo Bulgari, 1700.0, luxury goods
1394, Chen Dejun, 1700.0, package delivery
1394, Tony Chen, 1700.0, eletronics
1394, Chen Xueli, 1700.0, pharmaceuticals
1394, Luigi Cremonini, 1700.0, meat processing
1394, Dominique Desseigne, 1700.0, casinos
1394, Sefik Yilmaz Dizdar, 1700.0, fashion retail
1394, Domenico Dolce, 1700.0, luxury goods
1394, Pavel Durov, 1700.0, messaging app
1394, John Farber, 1700.0, chemicals
1394, Robert Fisher, 1700.0, Gap
1394, William Fisher, 1700.0, Gap
1394, Stefano Gabbana, 1700.0, luxury goods
1394, Rolf Gerling, 1700.0, insurance
1394, Serge Godin, 1700.0, information technology
1394, Sergei Gordeev, 1700.0, real estate
1394, Mehmet Nazif Gunal, 1700.0, tourism, construction
1394, Yusuf Hamied, 1700.0, pharmaceuticals
1394, Gerry Harvey, 1700.0, retail
1394, Timothy Headington, 1700.0, oil & gas, investments
1394, Huang Chulong, 1700.0, real estate
1394, Huo Qinghua, 1700.0, coal
1394, Devendra Jain, 1700.0, chemicals
1394, Jiang Yintai, 1700.0, auto parts
1394, Jim Justice, II., 1700.0, coal
1394, Kim Jun-Ki, 1700.0, diversified
1394, William Koch, 1700.0, oil, investments
1394, Anthony Langley, 1700.0, manufacturing
1394, Marc Lasry, 1700.0, hedge funds
1394, Peter Leibinger, 1700.0, machine tools
1394, Regine Leibinger, 1700.0, machine tools
1394, Li San Yim, 1700.0, construction equipment
1394, David Lichtenstein, 1700.0, real estate
1394, Lim Oon Kuin, 1700.0, oil trading
1394, Liu Ming Chung, 1700.0, paper manufacturing
1394, Ma Xiuhui, 1700.0, LED lighting
1394, Prayudh Mahagitsiri, 1700.0, coffee, shipping
1394, Anand Mahindra, 1700.0, automobiles
1394, Kishore Mariwala, 1700.0, consumer goods
1394, Craig McCaw, 1700.0, telecom
1394, Miguel McKelvey, 1700.0, WeWork
1394, Vincent McMahon, 1700.0, wrestling
1394, David McMurtry, 1700.0, manufacturing
1394, Gary Michelson, 1700.0, medical patents
1394, Massimo Moratti, 1700.0, oil refinery
1394, Farhad Moshiri, 1700.0, diversified
1394, Jerry Moyes, 1700.0, Transportation
1394, Charles Munger, 1700.0, Berkshire Hathaway
1394, Kerr Neilson, 1700.0, investment
1394, Ou Zongrong, 1700.0, real estate
1394, Nihat Ozdemir, 1700.0, diversified
1394, Pan Weiming, 1700.0, real estate
1394, Park Yeon-Cha, 1700.0, sneakers
1394, Nelson Peltz, 1700.0, investments
1394, Roger Penske, 1700.0, cars
1394, Qi Jinxing, 1700.0, real estate
1394, Qi Shi, 1700.0, financial information
1394, Theodore Rachmat, 1700.0, diversified
1394, Juan Maria Riberas Mera, 1700.0, steel
1394, Vijay Shekhar Sharma, 1700.0, financial technology
1394, Konstantin Strukov, 1700.0, gold, coal mining
1394, Henry Swieca, 1700.0, hedge funds
1394, Wichai Thongtang, 1700.0, investments
1394, Torsten Toeller, 1700.0, pet food
1394, Roman Trotsenko, 1700.0, transport, engineering, real estate
1394, Todd Wagner, 1700.0, online media
1394, Wang Chaobin, 1700.0, real estate
1394, Wang Yanqing, 1700.0, electrical equipment
1394, John Whittaker, 1700.0, real estate
1394, Wu Guangming, 1700.0, medical equipment
1394, Xu Qiming, 1700.0, food, art
1394, Zhang Xiaojuan, 1700.0, logistics
1477, Melih Abdulhayoglu, 1600.0, internet security
1477, Radhe Shyam Agarwal, 1600.0, consumer goods
1477, Mohamed Al Fayed, 1600.0, retail, investments
1477, Faisal Bin Qassim Al Thani, 1600.0, hotels, diversified
1477, William F. Austin, 1600.0, hearing aids
1477, Louis Bacon, 1600.0, hedge funds
1477, Achal Bakeri, 1600.0, air coolers
1477, Othman Benjelloun, 1600.0, banking, insurance
1477, William Berkley, 1600.0, insurance
1477, Aneel Bhusri, 1600.0, business software
1477, O. Francis Biondi, 1600.0, hedge funds
1477, John Bloor, 1600.0, real estate, manufacturing
1477, David Booth, 1600.0, mutual funds
1477, Cai Wensheng, 1600.0, photo sharing app
1477, Ahmet Calik, 1600.0, energy, banking, construction
1477, Michel Chalhoub, 1600.0, retail
1477, Chen Xiaoying, 1600.0, package delivery
1477, Cho Jung-Ho, 1600.0, finance
1477, Turgay Ciner, 1600.0, diversified
1477, Steve Conine, 1600.0, online retail
1477, Jacques D'Amours, 1600.0, retail
1477, Robert Defares, 1600.0, electronic trading
1477, Alexander Dzhaparidze, 1600.0, oil services
1477, Stephen Feinberg, 1600.0, private equity
1477, Paul Foster, 1600.0, oil refining
1477, Mario Gabelli, 1600.0, money management
1477, Marcos Galperin, 1600.0, e-commerce
1477, Radhe Shyam Goenka, 1600.0, consumer goods
1477, Christopher Goldsbury, 1600.0, salsa
1477, Stelios Haji-Ioannou, 1600.0, EasyJet
1477, Ilkka Herlin, 1600.0, elevators, escalators
1477, Brian Higgins, 1600.0, hedge funds
1477, Stephen Jarislowsky, 1600.0, money management
1477, Michael Jordan, 1600.0, Charlotte Hornets, endorsements
1477, Kenji Kasahara, 1600.0, social network
1477, Kim Taek-Jin, 1600.0, online games
1477, Edward Lampert, 1600.0, Sears
1477, Thomas Lau, 1600.0, department stores
1477, Thai Lee, 1600.0, IT provider
1477, Lei Jufang, 1600.0, pharmaceuticals
1477, Li Li, 1600.0, pharmaceuticals
1477, Li Liufa, 1600.0, steel, diversified
1477, Liu Hanyuan, 1600.0, agribusiness
1477, Pier Luigi Loro Piana, 1600.0, fashion
1477, Billy Joe (Red) McCombs, 1600.0, real estate, oil, cars, sports
1477, Gian Marco Moratti, 1600.0, oil refinery
1477, Manuel Moroun, 1600.0, transportation
1477, Robert Mouawad, 1600.0, fine jewelry
1477, Marius Nacht, 1600.0, software
1477, Ni Zugen, 1600.0, appliances
1477, Lirio Parisotto, 1600.0, investments
1477, Karl-Johan Persson, 1600.0, H&M
1477, Tom Persson, 1600.0, H&M
1477, Dmitry Pumpyansky, 1600.0, steel pipes
1477, Ruan Shuilong, 1600.0, chemicals
1477, Jean Salata, 1600.0, finance
1477, Sheryl Sandberg, 1600.0, Facebook
1477, Niraj Shah, 1600.0, online retail
1477, Shin Dong-Guk, 1600.0, Pharmaceuticals
1477, Ben Silbermann, 1600.0, Pinterest
1477, Charlotte Soderstrom, 1600.0, H&M
1477, Thomas Steyer, 1600.0, hedge funds
1477, Su Weizhong, 1600.0, oil, fertilizers
1477, David Teoh, 1600.0, telecoms
1477, Wang Jinshu, 1600.0, chemicals
1477, Wang Yaohai, 1600.0, lighting
1477, Charlotte Colket Weber, 1600.0, Campbell Soup
1477, Wei Ing-Chou, 1600.0, food, beverages
1477, Yin-Chun Wei, 1600.0, food, beverages
1477, Wei Yin-Heng, 1600.0, food, beverages
1477, Wei Ying-Chiao, 1600.0, food, beverages
1477, Richard White, 1600.0, software
1477, Allan Wong, 1600.0, electronics
1477, Wong Kwong Yu, 1600.0, retail
1477, Wu Jianshu, 1600.0, auto parts
1477, Wu Xu, 1600.0, real estate
1477, Wu Xushun, 1600.0, internet, auto parts
1477, Luis Enrique Yarur Rey, 1600.0, banking
1477, Albert Yeung, 1600.0, real estate, retail
1477, Yu Rong, 1600.0, health clinics
1477, Kostyantin Zhevago, 1600.0, mining
1477, Zhou Chengjian, 1600.0, fashion retail
1477, Zhou Yaoting, 1600.0, apparel, real estate
1477, Zhuang Kuilong, 1600.0, polyester
1561, Jose Joao Abdalla Filho, 1500.0, investments
1561, Khalifa Bin Butti Al Muhairi, 1500.0, hospitals, investments
1561, Folorunsho Alakija, 1500.0, oil
1561, Bill Alfond, 1500.0, shoes
1561, Susan Alfond, 1500.0, shoes
1561, Ted Alfond, 1500.0, shoes
1561, Joy Alukkas, 1500.0, jewelry
1561, Andrey Andreev, 1500.0, online dating
1561, Carol Jenkins Barnett, 1500.0, Publix supermarkets
1561, Oleg Boyko, 1500.0, diversified
1561, Ana Maria Brescia Cafferata, 1500.0, mining, banking
1561, Binod Chaudhary, 1500.0, diversified
1561, Che Fengsheng, 1500.0, pharmaceuticals
1561, Chen Qingzhou, 1500.0, communications equipment
1561, Richard Desmond, 1500.0, publishing
1561, Mohammed Dewji, 1500.0, diversified
1561, Carl Douglas, 1500.0, investments
1561, Eric Douglas, 1500.0, investments
1561, Bulent Eczacibasi, 1500.0, pharmaceuticals, diversified
1561, Faruk Eczacibasi, 1500.0, pharmaceuticals, diversified
1561, Martha Ford, 1500.0, Ford Motor
1561, Yasuhiro Fukushima, 1500.0, video games
1561, Reinold Geiger, 1500.0, beauty products
1561, Saad Hariri, 1500.0, construction, investments
1561, Richard Hayne, 1500.0, Urban Outfitters
1561, Ilona Herlin, 1500.0, elevators, escalators
1561, Asok Kumar Hiranandani, 1500.0, real estate
1561, Niranjan Hiranandani, 1500.0, real estate
1561, Huang Qiaoling, 1500.0, amusement parks
1561, Huang Zhuangmian, 1500.0, logistics
1561, Hal Jackman, 1500.0, insurance, investments
1561, Anurang Jain, 1500.0, auto parts
1561, Keeree Kanjanapas, 1500.0, transportation
1561, Kim Nam-Jung, 1500.0, food
1561, Seth Klarman, 1500.0, investments
1561, Alexander Klyachin, 1500.0, real estate
1561, Yuriy Kosiuk, 1500.0, agriculture
1561, Miguel Krigsner, 1500.0, cosmetics
1561, Lee Yin Yee, 1500.0, glass
1561, Nicola Leibinger-Kammueller, 1500.0, manufacturing
1561, Li Weiwei, 1500.0, online games
1561, William Li, 1500.0, automobiles
1561, Li Yihai, 1500.0, pharmaceuticals
1561, Li Yong, 1500.0, chemicals
1561, Lin Ming-hsiung, 1500.0, supermarkets
1561, Lou Zhongfu, 1500.0, real estate
1561, Low Tuck Kwong, 1500.0, coal
1561, P.N.C. Menon, 1500.0, real estate
1561, Thomas Meyer, 1500.0, apparel retailer
1561, Ezra Nahmad, 1500.0, art
1561, Judith Neilson, 1500.0, investments
1561, Madeleine Olsson Ericksson, 1500.0, diversified
1561, Ou Zonghong, 1500.0, real estate
1561, Eren Ozmen, 1500.0, aerospace
1561, Fatih Ozmen, 1500.0, aerospace
1561, Jose Isaac Peres, 1500.0, shopping malls
1561, Mark Pincus, 1500.0, online games
1561, Kevin Plank, 1500.0, Under Armour
1561, Nicholas Pritzker, II., 1500.0, hotels, investments
1561, Que Wenbin, 1500.0, pharmaceuticals
1561, Jorge Rodriguez Rodriguez, 1500.0, processed milk
1561, Nobutada Saji, 1500.0, beverages
1561, Thomas Sandell, 1500.0, hedge funds
1561, Eddy Kusnadi Sariaatmadja, 1500.0, media, tech
1561, Fayez Sarofim, 1500.0, money management
1561, Monika Schoeller, 1500.0, publishing
1561, Antonio Luiz Seabra, 1500.0, cosmetics
1561, Yuri Shefler, 1500.0, alcohol
1561, Rajju Shroff, 1500.0, agrochemicals
1561, Frank Stronach, 1500.0, auto parts
1561, Kevin Systrom, 1500.0, Instagram
1561, Tang Hsiang-chien, 1500.0, textiles, electronics
1561, Tang Jianfang, 1500.0, packaged foods
1561, Ning Tang, 1500.0, online lending
1561, Jim Thompson, 1500.0, logistics
1561, Jonathan Tisch, 1500.0, insurance, NFL team
1561, Kenneth Tuchman, 1500.0, outsourcing
1561, Wim van der Leegte, 1500.0, manufacturing
1561, Shamsheer Vayalil, 1500.0, healthcare
1561, Thongma Vijitpongpun, 1500.0, real estate
1561, Arkady Volozh, 1500.0, search engine
1561, Stefan von Holtzbrinck, 1500.0, publishing
1561, Wang Jiufang, 1500.0, real estate
1561, Wong Hong King, 1500.0, real estate
1561, Ian Wood, 1500.0, energy services
1561, Xiao Chunhong, 1500.0, real estate
1561, Jacky Xu, 1500.0, apparel
1561, Zhang Hongwei, 1500.0, oil, banking
1561, Zhang Tao, 1500.0, e-commerce
1650, Anu Aga, 1400.0, engineering
1650, Farkhad Akhmedov, 1400.0, investments
1650, Alberto Alcocer, 1400.0, investments
1650, Bassam Alghanim, 1400.0, diversified
1650, Kutayba Alghanim, 1400.0, diversified
1650, Alexandra Andresen, 1400.0, investments
1650, Katharina Andresen, 1400.0, investments
